indexation/auto/settings/sources/description	Your pages will be indexed on selected search engines. 	Vos pages seront indexées sur les moteurs de recherche sélectionnés.	As suas páginas serão indexadas em motores de busca seleccionados.	Sus páginas se indexarán en los motores de búsqueda seleccionados.	Le vostre pagine saranno indicizzate su motori di ricerca selezionati.	선택한 검색 엔진에서 페이지가 색인화됩니다.	Ваши страницы будут проиндексированы в выбранных поисковых системах.	Sayfalarınız seçili arama motorlarında indekslenecektir.	Ihre Seiten werden in ausgewählten Suchmaschinen indexiert.										
indexation/auto/settings/activate/title	Enable automatic indexing?	Activer l'indexation automatique ?	Ativar a indexação automática?	¿Activar la indexación automática?	Attivare l'indicizzazione automatica?	자동 인덱싱을 사용하시나요?	Включить автоматическое индексирование?	Otomatik indekslemeyi etkinleştirin mi?	Automatische Indizierung einschalten?										
indexation/auto/settings/activate/description	By enabling automatic indexing, we'll retrieve and synchronize your sitemap several times a day and index new and updated pages.	En activant l'indexation automatique, nous récupérons et synchronisons votre sitemap plusieurs fois par jour et indexons les pages nouvelles et mises à jour.	Ao ativar a indexação automática, recuperamos e sincronizamos o seu mapa do site várias vezes por dia e indexamos páginas novas e actualizadas.	Al activar la indexación automática, recuperaremos y sincronizaremos el mapa del sitio varias veces al día e indexaremos las páginas nuevas y actualizadas.	Attivando l'indicizzazione automatica, recupereremo e sincronizzeremo la vostra sitemap più volte al giorno e indicizzeremo le pagine nuove e aggiornate.	자동 색인 생성을 활성화하면 하루에 여러 번 사이트맵을 검색하고 동기화하여 새 페이지와 업데이트된 페이지의 색인을 생성합니다.	Включив автоматическую индексацию, мы будем получать и синхронизировать карту сайта несколько раз в день и индексировать новые и обновленные страницы.	Otomatik indekslemeyi etkinleştirerek, site haritanızı günde birkaç kez alıp senkronize edeceğiz ve yeni ve güncellenmiş sayfaları indeksleyeceğiz.	Wenn Sie die automatische Indizierung aktivieren, rufen wir Ihre Sitemap mehrmals täglich ab und synchronisieren sie, um neue und aktualisierte Seiten zu indizieren.										
indexation/auto/switcher/manual	Manual	Manuel	Manual	Manual	Manuale	매뉴얼	Руководство	Manuel	Handbuch										
indexation/auto/switcher/auto	Queue	File d'attente	Fila de espera	Cola	Coda	대기열	Очередь	Kuyruk	Warteschlange										
indexation/auto/queue/status/queue	This page will be submitted soon	Cette page sera bientôt soumise	Esta página será apresentada em breve	Esta página se presentará en breve	Questa pagina sarà presentata a breve	이 페이지는 곧 제출될 예정입니다.	Эта страница будет представлена в ближайшее время	Bu sayfa yakında sunulacak	Diese Seite wird demnächst veröffentlicht										
indexation/auto/queue/status/done	This page has been submitted to indexation	Cette page a été soumise à l'indexation	Esta página foi submetida a indexação	Esta página se ha sometido a indexación	Questa pagina è stata sottoposta a indicizzazione	이 페이지는 색인화를 위해 제출되었습니다.	Эта страница отправлена на индексацию	Bu sayfa indekslemeye gönderilmiştir	Diese Seite wurde zur Indexierung eingereicht										
indexation/auto/graph/tooltip/queue	in queue	dans la file d'attente	em fila de espera	en cola	in coda	대기열에 있음	в очереди	kuyrukta	in Wartestellung										
indexation/auto/graph/tooltip/done	submitted	soumis	apresentado	enviado	presentato	제출됨	представлено	gönderildi	eingereicht										
indexation/auto/empty/title	No pages to index	Aucune page à indexer	Nenhuma página para indexar	No hay páginas que indexar	Nessuna pagina da indicizzare	색인할 페이지가 없습니다.	Нет страниц для индексации	Dizine eklenecek sayfa yok	Keine Seiten zu indizieren										
indexation/auto/empty/description	The queue is empty, which means we won't be submitting any pages for indexing. The queue will fill up automatically when you update the content of your site. We'll synchronize your sitemap and if a new page appears, or a page is updated, we'll submit it. What's more, if you manually index a page, it will appear here.	La file d'attente est vide, ce qui signifie que nous ne soumettrons aucune page à l'indexation. La file d'attente se remplira automatiquement lorsque vous mettrez à jour le contenu de votre site. Nous synchroniserons votre plan du site et si une nouvelle page apparaît ou si une page est mise à jour, nous la soumettrons. De plus, si vous indexez manuellement une page, elle apparaîtra ici.	A fila de espera está vazia, o que significa que não iremos submeter quaisquer páginas para indexação. A fila será preenchida automaticamente quando atualizar o conteúdo do seu site. Sincronizaremos o seu mapa do site e, se aparecer uma nova página ou se uma página for actualizada, submetê-la-emos. Além disso, se indexar manualmente uma página, ela aparecerá aqui.	La cola está vacía, lo que significa que no enviaremos ninguna página para su indexación. La cola se llenará automáticamente cuando actualices el contenido de tu sitio. Sincronizaremos el mapa del sitio y, si aparece una página nueva o se actualiza, la enviaremos. Además, si indexas manualmente una página, aparecerá aquí.	La coda è vuota, il che significa che non verrà inviata alcuna pagina per l'indicizzazione. La coda si riempirà automaticamente quando aggiornerete il contenuto del vostro sito. Sincronizzeremo la vostra sitemap e se apparirà una nuova pagina o una pagina verrà aggiornata, la invieremo. Inoltre, se una pagina viene indicizzata manualmente, apparirà qui.	대기열이 비어 있으므로 인덱싱할 페이지를 제출하지 않습니다. 사이트 콘텐츠를 업데이트하면 대기열이 자동으로 채워집니다. 사이트맵을 동기화하여 새 페이지가 나타나거나 페이지가 업데이트되면 제출합니다. 또한 페이지를 수동으로 색인하면 여기에 표시됩니다.	Очередь пуста, это означает, что мы не будем отправлять страницы на индексацию. Очередь будет пополняться автоматически при обновлении содержимого сайта. Мы синхронизируем карту сайта и при появлении новой страницы или ее обновлении отправляем ее в очередь. Более того, если вы вручную проиндексируете страницу, она появится здесь.	Kuyruk boş, bu da dizine eklenmesi için herhangi bir sayfa göndermeyeceğimiz anlamına geliyor. Sitenizin içeriğini güncellediğinizde kuyruk otomatik olarak dolacaktır. Site haritanızı senkronize edeceğiz ve yeni bir sayfa görünürse veya bir sayfa güncellenirse bunu göndereceğiz. Dahası, bir sayfayı manuel olarak dizine eklerseniz burada görünecektir.	Die Warteschlange ist leer, was bedeutet, dass wir keine Seiten für die Indizierung vorschlagen werden. Die Warteschlange füllt sich automatisch, wenn Sie den Inhalt Ihrer Website aktualisieren. Wir synchronisieren Ihre Sitemap, und wenn eine neue Seite erscheint oder eine Seite aktualisiert wird, übermitteln wir sie. Und wenn Sie eine Seite manuell indexieren, wird sie hier erscheinen.										
indexation/auto/stats/submitted	Pages submitted	Pages soumises	Páginas apresentadas	Páginas enviadas	Pagine inviate	제출된 페이지	Представленные страницы	Gönderilen sayfalar	Eingereichte Seiten										
indexation/auto/stats/queue	Pages in the queue	Pages dans la file d'attente	Páginas em fila de espera	Páginas en la cola	Pagine in coda	대기열에 있는 페이지	Страницы в очереди	Kuyruktaki sayfalar	Seiten in der Warteschlange										
indexation/auto/stats/total	Total	Total	Total	Total	Totale	합계	Всего	Toplam	Insgesamt										
navbar/analytics	Analytics	Analyse	Analítica	Analítica	Analisi	분석	Аналитика	Analitik	Analytik										
navbar/indexation	Indexation	Indexation	Indexação	Indexación	Indicizzazione	색인화	Индексация	İndeksleme	Indexierung										
navbar/keywords	Keywords	Mots clés	Palavras-chave	Palabras clave	Parole chiave	키워드	Ключевые слова	Anahtar Kelimeler	Schlüsselwörter										
navbar/settings	Settings	Paramètres	Definições	Ajustes	Impostazioni	설정	Настройки	Ayarlar	Einstellungen										
pricing/offer	Launch offer, $12.99 per month for life instead of $19.99 per month. Offer valid until 00:01 on October 3, after which it will be too late!	Offre de lancement, 12,99 € par mois à vie au lieu de 19,99 € par mois. Offre valable jusqu'au 3 octobre à 00h01, après quoi il sera trop tard !	Oferta de lançamento, 12,99 euros por mês para toda a vida em vez de 19,99 euros por mês. Oferta válida até às 00:01 de 3 de outubro, após o que será demasiado tarde!	Oferta de lanzamiento, 12,99 euros al mes de por vida en lugar de 19,99 euros al mes. Oferta válida hasta las 00:01 del 3 de octubre, después será demasiado tarde.	Offerta di lancio, 12,99 euro al mese a vita invece di 19,99 euro al mese. Offerta valida fino alle ore 00:01 del 3 ottobre, dopodiché sarà troppo tardi!	출시 혜택, 월 €19.99 대신 평생 월 €12.99입니다. 혜택은 10월 3일 00:01까지 유효하며, 그 이후에는 종료됩니다!	Стартовое предложение: $12,99 в месяц пожизненно вместо $19,99 в месяц. Предложение действительно до 00:01 3 октября, после чего будет уже поздно!	Lansman teklifi, aylık 19,99 ABD doları yerine ömür boyu aylık 12,99 ABD doları. Teklif 3 Ekim 00:01'e kadar geçerlidir, sonrasında çok geç olacaktır!	Einführungsangebot, 12,99 $ pro Monat für das ganze Leben anstelle von 19,99 $ pro Monat. Das Angebot gilt bis 00:01 Uhr am 3. Oktober, danach ist es zu spät!										
